종목명,ESG 통합등급,2016_E,2016_S,2016_G,평가연도,업종명
한국화장품,B이하,C,B이하,B이하,2016,유통업
한국화장품제조,B이하,B,B이하,B이하,2016,화학
한농화성,B이하,B,B이하,B이하,2016,화학
한독,B+,B,B+,B+,2016,의약품
한라,B+,B+,B+,B이하,2016,건설업
한라홀딩스,B이하,B+,B이하,B이하,2016,서비스업
한미글로벌,B이하,B,B이하,B이하,2016,서비스업
한미반도체,B이하,B,B이하,B이하,2016,기계
한미사이언스,B이하,C,B이하,B이하,2016,서비스업
한미약품,B이하,D,B+,B이하,2016,의약품
한샘,B이하,B+,B이하,B이하,2016,유통업
한섬,B이하,B+,B이하,B이하,2016,섬유의복
한성기업,B이하,C,B이하,B이하,2016,음식료품
한세실업,B이하,B+,B이하,B이하,2016,섬유의복
한세예스24홀딩스,B이하,B,B이하,B이하,2016,서비스업
한솔로지스틱스,B이하,B,B이하,B이하,2016,운수창고업
한솔아트원제지,B이하,C,B이하,B+,2016,종이목재
한솔케미칼,B+,B,B+,B+,2016,화학
한솔테크닉스,B이하,B,B이하,B+,2016,전기전자
한솔홀딩스,B이하,B,B이하,B이하,2016,서비스업
한솔홈데코,B이하,C,B+,B+,2016,종이목재
한신공영,B이하,C,B이하,B이하,2016,건설업
한양증권,B이하,B+,B이하,B이하,2016,증권
한온시스템,B이하,B,B이하,B+,2016,기계
한올바이오파마,B이하,C,B+,B이하,2016,의약품
한익스프레스,B이하,B,B이하,B이하,2016,운수창고업
한일시멘트,B이하,C,B이하,B+,2016,비금속광물
한일철강,B이하,C,B이하,B이하,2016,철강금속
한전KPS,B+,B,B+,B+,2016,건설업
한전기술,B+,B,B+,B+,2016,서비스업
한전산업,B이하,C,B+,B이하,2016,서비스업
한진,B이하,C,B+,B이하,2016,운수창고업
한진중공업,B이하,C,B이하,B+,2016,건설업
한진중공업홀딩스,B이하,B,B이하,B이하,2016,서비스업
한진칼,B이하,C,B이하,B이하,2016,서비스업
한진해운,B이하,B,B+,B이하,2016,운수창고업
한창,B이하,C,B이하,B이하,2016,유통업
한창제지,B이하,C,B이하,B이하,2016,종이목재
한화,B+,B+,B+,A,2016,화학
한화갤러리아타임월드,B이하,B,B+,B이하,2016,유통업
한화생명,B이하,B+,B+,B이하,2016,보험
한화손해보험,B+,A,B이하,B이하,2016,보험
한화케미칼,B+,B,A+,B+,2016,화학
한화테크윈,B+,B+,B+,A,2016,운수장비
한화투자증권,B+,A,B+,B이하,2016,증권
현대EP,B이하,C,B이하,B이하,2016,화학
현대건설,B+,B,B+,A,2016,건설업
현대그린푸드,B이하,B+,B이하,B이하,2016,유통업
현대글로비스,B+,B,A+,B+,2016,운수창고업
현대로템,B+,B,B+,B+,2016,운수장비
현대리바트,B+,B+,B+,B이하,2016,기타제조업
현대모비스,B+,C,A+,A,2016,운수장비
현대미포조선,B+,B+,B이하,A,2016,운수장비
현대백화점,B+,B+,B+,B이하,2016,유통업
현대비앤지스틸,B이하,D,B이하,B+,2016,철강금속
현대상선,B이하,D,B+,B+,2016,운수창고업
현대시멘트,B이하,D,B이하,B+,2016,비금속광물
현대약품,B이하,B,B+,B이하,2016,의약품
현대에이치씨엔,B이하,B+,B이하,B이하,2016,서비스업
현대위아,B+,B+,B+,B+,2016,운수장비
현대제철,B이하,C,B이하,B+,2016,철강금속
현대중공업,A,B+,A+,A,2016,운수장비
현대페인트,B이하,D,B이하,B이하,2016,화학
현대해상,A,A+,B+,B이하,2016,보험
현대홈쇼핑,B+,A,B이하,B이하,2016,유통업
형지엘리트,B이하,C,B이하,B이하,2016,섬유의복
혜인,B이하,B,B이하,B이하,2016,유통업
호텔신라,B이하,B,B이하,B이하,2016,유통업
화성산업,B이하,B+,B이하,B이하,2016,건설업
화승알앤에이,B이하,B,B이하,B+,2016,운수장비
화신,B이하,C,B이하,B이하,2016,운수장비
화인베스틸,B이하,B,B이하,B+,2016,철강금속
화천기계,B이하,B,B이하,B이하,2016,기계
화천기공,B이하,B,B이하,B이하,2016,기계
환인제약,B이하,B+,B이하,B이하,2016,의약품
황금에스티,B이하,B,B이하,B이하,2016,철강금속
효성,B이하,D,B+,A,2016,화학
후성,B이하,B,B이하,B+,2016,화학
휠라코리아,B이하,B,B이하,B이하,2016,유통업
휴비스,B+,B,B+,B+,2016,화학
휴스틸,B이하,B,B이하,B+,2016,철강금속
휴켐스,B+,B,B+,A,2016,화학
흥국화재,B+,A+,B이하,B이하,2016,보험
흥아해운,B이하,C,B이하,B이하,2016,운수창고업
